true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,37,24,1,0,0,1,1
class_1,12,52,0,0,0,0,0
class_2,2,2,33,8,5,6,8
class_3,0,2,3,53,0,4,2
class_4,1,3,1,6,44,4,5
class_5,0,0,11,4,3,44,2
class_6,1,0,5,4,1,8,45
