true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,22,14,1,0,0,1,2
class_1,8,22,0,0,1,3,6
class_2,6,1,20,2,1,6,4
class_3,3,1,6,20,3,1,6
class_4,2,4,14,2,4,9,5
class_5,7,3,9,0,0,16,5
class_6,14,2,1,1,0,2,20
