true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,44,9,4,1,0,3,3
class_1,8,54,0,0,0,1,1
class_2,0,1,39,10,6,6,2
class_3,0,0,6,51,2,2,3
class_4,0,2,6,2,44,9,1
class_5,6,2,1,3,9,43,0
class_6,2,0,1,0,1,0,60
