true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,27,8,3,0,1,0,1
class_1,22,17,0,0,0,1,0
class_2,4,3,7,11,10,4,1
class_3,3,6,9,17,4,1,0
class_4,1,2,13,3,8,13,0
class_5,2,2,7,2,5,21,1
class_6,5,0,5,2,2,8,18
