timestamp_utc,dataset,strategy,held_out,model,norm,seed,device,epochs,train_samples,test_samples,final_train_accuracy,final_train_loss,validation_loss,validation_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,micro_precision,micro_recall,micro_f1,balanced_accuracy,training_time_s,evaluation_time_s,total_runtime_s,checkpoint_path,output_dir
2026-04-01T09:46:21Z,esp-fi-har,loso,5,BiLSTM,per-subcarrier,42,cuda,200,1960,280,0.4739583333333333,1.3439943547151527,2.3767406531742643,0.17142857142857143,0.1642840256670044,0.17142857142857143,0.1474539236963172,0.1642840256670044,0.17142857142857143,0.1474539236963172,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,149.84356714197202,0.0603572049876675,308.63364699698286,results/BiLSTM/esp-fi-har-loso/per_subcarrier/subject_5/model_checkpoint.pt,results/BiLSTM/esp-fi-har-loso/per_subcarrier/subject_5
