true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,13,9,7,0,9,1,1
class_1,14,12,4,0,5,4,1
class_2,0,0,16,3,10,6,5
class_3,0,0,10,2,12,0,16
class_4,0,0,16,1,10,0,13
class_5,0,0,8,3,9,11,9
class_6,0,0,5,3,10,2,20
