true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,28,12,7,3,3,4,7
class_1,11,48,1,0,1,0,3
class_2,1,2,28,8,11,7,7
class_3,3,2,13,27,11,3,5
class_4,4,1,10,9,27,5,8
class_5,3,3,9,6,9,23,11
class_6,6,3,10,10,6,9,20
