true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,27,19,6,0,3,2,7
class_1,28,25,1,0,6,1,3
class_2,11,1,12,12,10,12,6
class_3,4,3,5,26,2,7,17
class_4,9,4,7,4,17,11,12
class_5,2,3,8,11,10,16,14
class_6,1,3,4,6,8,10,32
