true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,12,15,6,1,5,1,0
class_1,10,27,0,0,1,0,2
class_2,1,0,8,9,14,7,1
class_3,0,0,5,13,10,11,1
class_4,3,1,9,6,2,15,4
class_5,0,0,8,6,1,23,2
class_6,1,0,12,8,4,3,12
