true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,15,13,5,0,1,1,5
class_1,15,18,5,0,1,1,0
class_2,0,2,14,3,4,3,14
class_3,0,3,3,5,1,9,19
class_4,4,4,18,2,3,1,8
class_5,3,3,8,11,5,3,7
class_6,1,0,7,6,3,9,14
