true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,24,12,4,1,8,8,7
class_1,23,13,2,1,3,14,8
class_2,2,9,7,0,12,18,16
class_3,6,14,0,1,9,10,24
class_4,4,9,5,0,24,9,13
class_5,5,5,3,2,16,19,14
class_6,3,3,2,0,12,17,27
