true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,25,25,5,2,2,3,2
class_1,28,26,2,2,2,2,2
class_2,7,2,28,3,7,7,10
class_3,3,3,6,43,3,3,3
class_4,5,3,5,8,32,1,10
class_5,3,6,7,6,11,20,11
class_6,1,2,7,7,2,5,40
