true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,21,18,1,0,0,0,0
class_1,21,16,0,1,0,0,2
class_2,0,0,7,11,12,1,9
class_3,0,0,9,1,9,11,10
class_4,3,0,12,8,9,1,7
class_5,0,0,7,12,18,2,1
class_6,0,0,0,15,11,1,13
