true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,18,24,3,3,3,6,7
class_1,14,31,4,4,1,3,7
class_2,9,5,23,6,2,13,6
class_3,3,7,1,45,1,2,5
class_4,4,7,4,5,36,2,6
class_5,6,6,16,4,7,21,4
class_6,2,6,3,7,3,2,41
