true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,33,5,0,0,1,0,1
class_1,17,22,0,0,1,0,0
class_2,0,0,11,3,4,19,3
class_3,0,0,9,23,1,3,4
class_4,0,0,11,5,16,2,6
class_5,0,0,3,7,1,29,0
class_6,0,0,1,9,8,0,22
