true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,39,12,7,1,0,1,4
class_1,32,6,10,7,1,6,2
class_2,30,3,14,0,5,3,9
class_3,26,5,9,3,2,4,15
class_4,23,7,9,2,15,1,7
class_5,23,4,12,4,10,2,9
class_6,32,3,11,3,1,1,13
