true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,45,15,1,1,1,1,0
class_1,11,52,0,0,0,1,0
class_2,1,0,38,4,8,6,7
class_3,0,0,2,52,2,7,1
class_4,3,3,6,1,47,2,2
class_5,0,0,8,5,5,44,2
class_6,0,1,5,11,1,1,45
