timestamp_utc,dataset,strategy,held_out,model,norm,seed,device,epochs,train_samples,test_samples,final_train_accuracy,final_train_loss,validation_loss,validation_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,micro_precision,micro_recall,micro_f1,balanced_accuracy,training_time_s,evaluation_time_s,total_runtime_s,checkpoint_path,output_dir
2026-04-01T13:39:39Z,esp-fi-har,random-split,5,CNN+GRU,per-subcarrier,42,cuda,200,1792,448,0.3482142857142857,1.562541936125074,1.778986624308995,0.27455357142857145,0.2898812986369278,0.27455357142857145,0.25946377696655276,0.2898812986369278,0.27455357142857145,0.25946377696655276,0.27455357142857145,0.27455357142857145,0.27455357142857145,0.27455357142857145,99.84734989699791,0.040087578992825,247.79029276099754,results/CNN+GRU/esp-fi-har-random/per_subcarrier/seed_5/model_checkpoint.pt,results/CNN+GRU/esp-fi-har-random/per_subcarrier/seed_5
