true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,11,11,2,5,1,2,8
class_1,12,11,1,0,9,2,5
class_2,4,6,5,6,2,6,11
class_3,1,15,3,4,2,2,13
class_4,5,7,5,7,9,1,6
class_5,6,6,3,8,4,5,8
class_6,0,5,0,3,14,12,6
