epoch,train_accuracy,train_loss,epoch_time_s
1,0.14182692307692307,2.52937099365961,0.8251160649961093
2,0.13401442307692307,1.9317627861386253,0.19016689198906533
3,0.14122596153846154,1.9275264240446546,0.18766470700211357
4,0.13942307692307693,1.9295660745529901,0.18800324799667578
5,0.14122596153846154,1.9280110359191895,0.18738918300368823
6,0.14122596153846154,1.9278043928600492,0.18820319398946594
7,0.14122596153846154,1.927885963803246,0.1870778459997382
8,0.14182692307692307,1.9277757099696569,0.1882258949917741
9,0.14423076923076922,1.927710669381278,0.18738951100385748
10,0.14302884615384615,1.9276460238865443,0.18760957701306324
11,0.14182692307692307,1.9282007399059478,0.18750258098589256
12,0.1424278846153846,1.9273080008370536,0.1874568189959973
13,0.14483173076923078,1.928844438280378,0.18739934399491176
14,0.14362980769230768,1.9274900254749117,0.18970736699702684
15,0.1424278846153846,1.9275982402619862,0.1875493400002597
16,0.14302884615384615,1.9275387446085612,0.18987602900597267
17,0.14302884615384615,1.9275152070181711,0.18708256000536494
18,0.14423076923076922,1.9276460284278507,0.1876041189971147
19,0.14362980769230768,1.9274858883449009,0.1886950850021094
20,0.14423076923076922,1.927650428953625,0.18837431000429206
21,0.12800480769230768,1.9275507609049478,0.18801614099356811
22,0.13161057692307693,1.9274713243756976,0.18855219999386463
23,0.14362980769230768,1.927620656149728,0.18749874900095165
24,0.13581730769230768,1.9276391165597098,0.18745758700242732
25,0.14362980769230768,1.9274328413463775,0.18681331900006626
26,0.14302884615384615,1.9274014790852865,0.18684977799421176
27,0.14362980769230768,1.927611273810977,0.18711313800304197
28,0.14302884615384615,1.9274441401163738,0.1879312469973229
29,0.14423076923076922,1.9275116602579752,0.18693478299246635
30,0.14122596153846154,1.9274704161144438,0.18811842799186707
31,0.13221153846153846,1.9278837476457868,0.18815230199834332
32,0.14302884615384615,1.9274498349144344,0.18835359399963636
33,0.1484375,1.928953792935326,0.1875680899975123
34,0.14362980769230768,1.9292726108006069,0.18745903100352734
35,0.1328125,1.9275895572844006,0.18810837299679406
36,0.1328125,1.9289494241986955,0.18716238600609358
37,0.13341346153846154,1.9275195802961076,0.1883398380014114
38,0.1328125,1.9276245571318127,0.18929884801036678
39,0.13942307692307693,1.9275052888052804,0.18676533999678213
40,0.1424278846153846,1.9272512526739212,0.18796909300726838
41,0.13401442307692307,1.9290013812837146,0.1878650779981399
42,0.13221153846153846,1.928638880593436,0.18830238599912263
43,0.12259615384615384,1.9283591406685965,0.18731795900384896
44,0.13521634615384615,1.9276383627028693,0.18778478099557105
45,0.12920673076923078,1.9277111189705984,0.18662494700402021
46,0.14182692307692307,1.9281296775454566,0.1876867919927463
47,0.14302884615384615,1.9283433369227818,0.18788551400939468
48,0.14423076923076922,1.9274310702369326,0.18711080400680657
49,0.13341346153846154,1.9274820100693475,0.18775535198801663
50,0.13521634615384615,1.9273745990934825,0.18833421300223563
51,0.14362980769230768,1.9275952248346238,0.18738863999897148
52,0.13701923076923078,1.9272940635681153,0.18788350299291778
53,0.13521634615384615,1.9275331497192383,0.18723182199755684
54,0.140625,1.9273048945835658,0.18909281000378542
