epoch,train_accuracy,train_loss,epoch_time_s
1,0.21707589285714285,1.9035194686480932,13.022553999908268
2,0.3392857142857143,1.6321514078548975,0.9413500959053636
3,0.40066964285714285,1.474448242357799,0.969794683624059
4,0.44754464285714285,1.3630762440817696,0.9929632809944451
5,0.5061383928571429,1.1955304039376122,0.981381569057703
6,0.5708705357142857,1.05565045773983,0.9648361951112747
7,0.6495535714285714,0.911415336387498,0.9809676799923182
8,0.6607142857142857,0.8597239298479897,0.9525959226302803
9,0.6941964285714286,0.7890813201665878,0.9551105867139995
10,0.7366071428571429,0.6840529665350914,0.9726371020078659
11,0.7661830357142857,0.6113065917577062,0.9841649266891181
12,0.8058035714285714,0.5151426164167268,0.9892156100831926
13,0.8331473214285714,0.4285391845873424,0.9567586160264909
14,0.8537946428571429,0.37290311445082935,0.968153826892376
15,0.8939732142857143,0.2943499870598316,0.9640898341313004
16,0.9017857142857143,0.270280177838036,0.9579538162797689
17,0.8967633928571429,0.2911447746945279,0.9547291928902268
18,0.9313616071428571,0.19027352865253175,0.9707171018235385
19,0.9190848214285714,0.21125296130776405,0.945251492317766
20,0.9397321428571429,0.18173978118492023,0.9804648943245411
21,0.9575892857142857,0.11943463821496282,0.9662768500857055
22,0.9609375,0.11886867401855332,0.9683127091266215
23,0.9631696428571429,0.10620140111339944,0.9706533029675484
24,0.9665178571428571,0.0944032990373671,0.9660468180663884
25,0.9659598214285714,0.10588994668796659,0.9602363770827651
26,0.9681919642857143,0.09390972484834492,0.9733342910185456
27,0.9670758928571429,0.0865092774453972,0.9648736142553389
28,0.9709821428571429,0.08466064730393034,0.9634811650030315
29,0.9765625,0.06512157675544065,0.9225775860249996
30,0.9799107142857143,0.057539592563573806,0.874957739841193
31,0.9771205357142857,0.06014412631546812,0.8679017913527787
32,0.9905133928571429,0.02508939362763028,0.8700888599269092
33,0.9921875,0.027659702804937427,0.8707072678953409
34,0.9910714285714286,0.032841929916425476,0.8679666249081492
35,0.9905133928571429,0.03478876151244289,0.8709607473574579
36,0.9888392857142857,0.03429163496392513,0.8674440351314843
37,0.9916294642857143,0.02625899713270233,0.8919950681738555
38,0.9899553571428571,0.03795145851992337,0.956857942044735
39,0.98828125,0.05305061216599175,0.9727042559534311
40,0.9877232142857143,0.040887100771734755,0.9605961297638714
41,0.9871651785714286,0.04887655153704275,0.9773974288254976
42,0.984375,0.04906756557258112,0.9495939491316676
43,0.9921875,0.023142160140975778,0.989235607907176
44,0.9921875,0.030113878165138885,0.9633228643797338
45,0.9916294642857143,0.022650185631521578,0.974908331874758
46,0.9966517857142857,0.014129933930234984,0.9612962109968066
47,0.9949776785714286,0.013468094028732074,0.9626535149291158
48,0.9977678571428571,0.008899945984012447,0.9679561830125749
49,0.9994419642857143,0.0045674463783923,0.952461623121053
50,0.9994419642857143,0.002187477474633072,0.9715547477826476
51,1.0,0.0009951298998203129,0.9529065126553178
52,1.0,0.0007010335456081,0.9736577197909355
53,1.0,0.0005107835994359837,0.9520284859463573
54,1.0,0.0005940920730478995,0.9748079730197787
55,1.0,0.0005601038776928492,0.9745284952223301
56,1.0,0.0004116279513774706,0.9710124349221587
57,1.0,0.0004210860684647092,0.9690797440707684
58,1.0,0.0005447553937431492,0.9677139478735626
59,1.0,0.00039916451506932,0.9424233436584473
60,1.0,0.00037919116117076816,0.9510853220708668
61,1.0,0.0004968687509452659,0.9535473380237818
62,1.0,0.0002772944974692239,0.958198260050267
63,1.0,0.0003584599565199044,0.9646721743047237
64,1.0,0.00041323749168701137,0.9768832549452782
65,1.0,0.0002880656476398664,0.9614471988752484
66,1.0,0.0002992262678682372,0.9607953978702426
67,1.0,0.0003026870131829388,0.9722266220487654
68,1.0,0.00033051798319710154,0.9525562301278114
69,1.0,0.00026463079978254555,0.9644452589564025
70,1.0,0.00028371445685999267,0.9605184816755354
71,1.0,0.00033936722502403427,0.994247755035758
72,1.0,0.00043579773124032987,0.9824991240166128
73,1.0,0.00029066670945862176,0.9733457779511809
74,1.0,0.000191671841873488,0.9639077861793339
75,1.0,0.000223858402543036,0.9615276791155338
76,1.0,0.0002695546307742396,0.9635638832114637
77,1.0,0.0002663496525201481,0.953401034232229
78,1.0,0.00020734854479087517,0.9575239908881485
79,1.0,0.00023615128598716443,0.9583475948311388
80,1.0,0.00020770383967568966,0.958028026856482
81,1.0,0.0002233699830997336,0.961742889136076
82,1.0,0.0002485195117125321,0.9715156792663038
83,1.0,0.00020509944442892447,0.959482847712934
84,1.0,0.0002533752756010342,0.9639628832228482
85,1.0,0.00024178825385336365,0.961048599332571
86,1.0,0.00031213411135208195,0.9872794169932604
87,1.0,0.00018461827520306024,0.9816927979700267
88,1.0,0.0002722709040036924,0.9810558408498764
89,1.0,0.00017836779833097744,0.9706413499079645
90,1.0,0.00027678103002212344,0.9610826997086406
91,1.0,0.0002449704959092612,0.9572254191152751
92,1.0,0.00021916772025828583,0.9669711189344525
93,1.0,0.00018274911157537384,0.9612072128802538
94,1.0,0.00024417236142783495,0.9696726757101715
95,1.0,0.00022071455428626256,0.9626030591316521
96,1.0,0.00023963378199758672,0.9622927159070969
97,1.0,0.00023689306310968407,0.9610494840890169
98,1.0,0.0002068227022391511,0.9682184117846191
99,1.0,0.0002080683612543258,0.9545930689200759
100,1.0,0.0001959002334582952,0.966322781983763
