true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,31,29,3,2,1,1,13
class_1,10,46,4,0,5,13,2
class_2,1,5,12,10,10,24,18
class_3,8,3,12,6,10,23,18
class_4,1,2,11,2,17,30,17
class_5,5,4,5,0,6,54,6
class_6,18,3,11,2,1,5,40
