class_id,support,precision,recall,f1
0,40,0.6818181818181818,0.375,0.48387096774193555
1,40,0.5714285714285714,0.5,0.5333333333333333
2,40,0.2037037037037037,0.275,0.23404255319148937
3,40,0.1590909090909091,0.175,0.16666666666666666
4,40,0.08888888888888889,0.1,0.09411764705882353
5,40,0.34146341463414637,0.35,0.34567901234567905
6,40,0.3333333333333333,0.325,0.32911392405063294
