timestamp_utc,dataset,strategy,held_out,model,seed,device,epochs,train_samples,test_samples,final_train_accuracy,final_train_loss,validation_loss,validation_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,micro_precision,micro_recall,micro_f1,balanced_accuracy,training_time_s,evaluation_time_s,total_runtime_s,checkpoint_path,output_dir
2026-03-30T21:47:23Z,esp-fi-har,loso,5,CNN+GRU,42,cpu,50,1960,280,0.16979166666666667,1.9008655392393774,1.9458369493484498,0.15,0.07212861487954425,0.15,0.05754534823638193,0.07212861487954425,0.15,0.05754534823638193,0.15,0.15,0.15,0.15,565.9665110190035,0.4731658949967823,656.6343857660031,results/CNN+GRU/esp-fi-har-loso/subject_5/model_checkpoint.pt,results/CNN+GRU/esp-fi-har-loso/subject_5
