true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,3,4,4,15,2,3,9
class_1,8,1,7,10,7,4,3
class_2,6,0,4,10,17,0,3
class_3,15,1,3,14,5,1,1
class_4,5,0,6,6,17,0,6
class_5,8,6,7,12,5,1,1
class_6,8,2,4,11,0,4,11
