true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,36,1,0,0,3,0,0
class_1,8,32,0,0,0,0,0
class_2,0,0,6,5,7,14,8
class_3,0,0,2,8,4,11,15
class_4,0,0,11,5,13,3,8
class_5,0,0,5,5,1,27,2
class_6,0,0,0,5,12,2,21
