true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,6,3,6,2,5,12,46
class_1,2,0,2,0,3,20,53
class_2,5,5,2,9,5,10,44
class_3,6,1,1,1,8,8,55
class_4,4,1,6,2,7,14,46
class_5,6,4,2,5,5,17,41
class_6,11,3,10,0,3,10,43
