true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,16,9,0,15,8,3,13
class_1,15,14,6,4,8,4,13
class_2,14,3,11,5,6,9,16
class_3,17,5,5,7,5,4,21
class_4,13,4,7,5,17,8,10
class_5,10,2,10,2,8,15,17
class_6,7,9,3,8,5,4,28
