true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,17,17,2,0,0,1,3
class_1,6,33,1,0,0,0,0
class_2,2,0,24,1,5,1,7
class_3,3,0,8,19,1,4,5
class_4,12,0,5,3,3,0,17
class_5,3,0,6,14,3,6,8
class_6,6,0,7,3,0,0,24
