true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,24,18,4,1,6,4,7
class_1,22,21,3,1,6,4,7
class_2,5,6,23,10,9,8,3
class_3,0,6,3,38,3,8,6
class_4,5,4,13,2,29,5,6
class_5,5,5,10,13,9,13,9
class_6,8,4,5,3,5,1,38
