timestamp_utc,dataset,model,seed,device,epochs,final_train_accuracy,final_train_loss,validation_loss,validation_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,micro_precision,micro_recall,micro_f1,balanced_accuracy,training_time_s,evaluation_time_s,total_runtime_s,checkpoint_path,output_dir
2026-03-26T09:19:56Z,Widar,CNN+GRU,42,cuda,50,0.6215999541888564,2.5443053167313976,2.543940808995448,0.6223928489571395,0.3429705630398719,0.3791641477580112,0.3578046329601926,0.5552918152052579,0.6223928489571395,0.5828314906969199,0.6223928489571395,0.6223928489571395,0.6223928489571395,0.3791641477580112,72137.054495942,242.25002592499368,72385.061551325,results/CNN+GRU/Widar/model_checkpoint.pt,results/CNN+GRU/Widar
