true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,33,2,15,6,19,1,4
class_1,52,17,0,3,0,4,4
class_2,0,0,30,7,14,16,13
class_3,0,0,34,11,5,19,11
class_4,0,0,35,14,13,8,10
class_5,0,0,21,1,0,56,2
class_6,3,0,22,16,2,4,33
