true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,19,1,0,0,20,0,0
class_1,16,0,0,0,24,0,0
class_2,25,0,0,0,15,0,0
class_3,22,0,0,4,14,0,0
class_4,25,0,0,0,15,0,0
class_5,19,0,0,1,20,0,0
class_6,11,8,0,0,21,0,0
