timestamp_utc,dataset,strategy,held_out,model,seed,device,epochs,train_samples,test_samples,final_train_accuracy,final_train_loss,validation_loss,validation_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,micro_precision,micro_recall,micro_f1,balanced_accuracy,training_time_s,evaluation_time_s,total_runtime_s,checkpoint_path,output_dir
2026-03-31T08:57:27Z,esp-fi-har,leave-one-env,1,MLP,42,cuda,100,1680,560,0.14302884615384615,1.9273750577654158,1.9459106275013516,0.14285714285714285,0.02040816326530612,0.14285714285714285,0.03571428571428571,0.02040816326530612,0.14285714285714285,0.03571428571428571,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,19.83850576200348,0.03315298300003633,125.63002654499724,results/MLP/esp-fi-har-leave-env/env_1/model_checkpoint.pt,results/MLP/esp-fi-har-leave-env/env_1
2026-03-31T08:58:45Z,esp-fi-har,leave-one-env,1,GRU,42,cuda,200,1680,560,0.9975961538461539,0.024279359124955678,4.945761891773769,0.25535714285714284,0.40721638819032036,0.2553571428571429,0.2664337706405255,0.4072163881903204,0.25535714285714284,0.2664337706405255,0.25535714285714284,0.25535714285714284,0.25535714285714284,0.2553571428571429,50.42260495199298,0.04614406399196014,133.78663421100646,results/GRU/esp-fi-har-leave-env/env_1/model_checkpoint.pt,results/GRU/esp-fi-har-leave-env/env_1
2026-03-31T08:59:16Z,esp-fi-har,leave-one-env,1,LSTM,42,cuda,200,1680,560,0.6153846153846154,0.9795090266636439,3.2188269478934153,0.18571428571428572,0.21672014874825823,0.1857142857142857,0.17503457813506512,0.21672014874825826,0.18571428571428572,0.17503457813506515,0.18571428571428572,0.18571428571428572,0.18571428571428572,0.1857142857142857,70.63497386800009,0.06085013199481182,135.69136260000232,results/LSTM/esp-fi-har-leave-env/env_1/model_checkpoint.pt,results/LSTM/esp-fi-har-leave-env/env_1
2026-03-31T08:59:45Z,esp-fi-har,leave-one-env,2,MLP,42,cuda,100,1680,560,0.14182692307692307,1.9273765064421153,1.945911056654794,0.14285714285714285,0.02040816326530612,0.14285714285714285,0.03571428571428571,0.02040816326530612,0.14285714285714285,0.03571428571428571,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,19.427003331002197,0.03226921398891136,119.2892444159952,results/MLP/esp-fi-har-leave-env/env_2/model_checkpoint.pt,results/MLP/esp-fi-har-leave-env/env_2
2026-03-31T08:59:16Z,esp-fi-har,leave-one-env,1,LeNet,42,cuda,100,1680,560,0.7043269230769231,0.7551392509823753,2.240084171295166,0.31607142857142856,0.3751633558276984,0.31607142857142856,0.30850137411418305,0.37516335582769833,0.31607142857142856,0.3085013741141831,0.31607142857142856,0.31607142857142856,0.31607142857142856,0.31607142857142856,23.017793850012822,0.03796177898766473,154.53194805700332,results/LeNet/esp-fi-har-leave-env/env_1/model_checkpoint.pt,results/LeNet/esp-fi-har-leave-env/env_1
2026-03-31T09:01:03Z,esp-fi-har,leave-one-env,2,GRU,42,cuda,200,1680,560,0.9927884615384616,0.04598451111288298,4.205297824314663,0.30892857142857144,0.34099602774240706,0.30892857142857144,0.2958561215017498,0.340996027742407,0.30892857142857144,0.29585612150174984,0.30892857142857144,0.30892857142857144,0.30892857142857144,0.30892857142857144,51.15484895100235,0.047962052005459554,127.6600067219988,results/GRU/esp-fi-har-leave-env/env_2/model_checkpoint.pt,results/GRU/esp-fi-har-leave-env/env_2
2026-03-31T09:01:33Z,esp-fi-har,leave-one-env,2,LSTM,42,cuda,200,1680,560,0.6628605769230769,0.8898768856411888,2.9798491954803468,0.20357142857142857,0.2462070757112634,0.20357142857142857,0.19272332549746865,0.2462070757112634,0.20357142857142857,0.19272332549746862,0.20357142857142857,0.20357142857142857,0.20357142857142857,0.20357142857142857,70.68120815999282,0.061309587996220216,136.07519589998992,results/LSTM/esp-fi-har-leave-env/env_2/model_checkpoint.pt,results/LSTM/esp-fi-har-leave-env/env_2
2026-03-31T09:01:56Z,esp-fi-har,leave-one-env,3,MLP,42,cuda,100,1680,560,0.16947115384615385,1.9183047748747326,1.9584232773099626,0.10535714285714286,0.024719021700713932,0.10535714285714286,0.036657800031294006,0.024719021700713936,0.10535714285714286,0.036657800031294006,0.10535714285714286,0.10535714285714286,0.10535714285714286,0.10535714285714286,19.43271955900127,0.03284960601013154,119.56835589700495,results/MLP/esp-fi-har-leave-env/env_3/model_checkpoint.pt,results/MLP/esp-fi-har-leave-env/env_3
2026-03-31T09:01:19Z,esp-fi-har,leave-one-env,1,RNN,42,cuda,200,1680,560,0.2265625,1.833745238894508,1.868852993420192,0.21071428571428572,0.2150368098264157,0.21071428571428572,0.18277801884015507,0.21503680982641568,0.21071428571428572,0.18277801884015504,0.21071428571428572,0.21071428571428572,0.21071428571428572,0.21071428571428572,47.136496657010866,0.04168337001465261,173.4557122340193,results/RNN/esp-fi-har-leave-env/env_1/model_checkpoint.pt,results/RNN/esp-fi-har-leave-env/env_1
2026-03-31T09:02:05Z,esp-fi-har,leave-one-env,2,LeNet,42,cuda,100,1680,560,0.6646634615384616,0.8066872460501534,1.6607707262039184,0.4160714285714286,0.4222143153342614,0.4160714285714286,0.39746202943980286,0.4222143153342614,0.4160714285714286,0.39746202943980286,0.4160714285714286,0.4160714285714286,0.4160714285714286,0.4160714285714286,22.580740071978653,0.038351797993527725,142.59013422499993,results/LeNet/esp-fi-har-leave-env/env_2/model_checkpoint.pt,results/LeNet/esp-fi-har-leave-env/env_2
2026-03-31T09:03:18Z,esp-fi-har,leave-one-env,3,GRU,42,cuda,200,1680,560,0.9086538461538461,0.2708219942592439,3.187047256742205,0.2982142857142857,0.30859857278505204,0.2982142857142857,0.2631762883414726,0.30859857278505204,0.2982142857142857,0.2631762883414726,0.2982142857142857,0.2982142857142857,0.2982142857142857,0.2982142857142857,50.23110877200088,0.046764699000050314,129.07865378899442,results/GRU/esp-fi-har-leave-env/env_3/model_checkpoint.pt,results/GRU/esp-fi-har-leave-env/env_3
2026-03-31T09:03:52Z,esp-fi-har,leave-one-env,3,LSTM,42,cuda,200,1680,560,0.21574519230769232,1.804651319412958,1.8734906469072614,0.18392857142857144,0.12598435494535903,0.18392857142857144,0.12739565085790108,0.12598435494535906,0.18392857142857144,0.12739565085790108,0.18392857142857144,0.18392857142857144,0.18392857142857144,0.18392857142857144,70.27580829399813,0.0611684639879968,135.82556949699938,results/LSTM/esp-fi-har-leave-env/env_3/model_checkpoint.pt,results/LSTM/esp-fi-har-leave-env/env_3
