timestamp_utc,dataset,strategy,held_out,model,norm,seed,device,epochs,train_samples,test_samples,final_train_accuracy,final_train_loss,validation_loss,validation_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,micro_precision,micro_recall,micro_f1,balanced_accuracy,training_time_s,evaluation_time_s,total_runtime_s,checkpoint_path,output_dir
2026-03-31T16:10:50Z,esp-fi-har,leave-one-env,1,ResNet18,global,42,cuda,100,1680,560,1.0,0.00032955400279856154,4.096187496185303,0.35535714285714287,0.43940092602330016,0.35535714285714287,0.36580329406402395,0.4394009260233002,0.35535714285714287,0.365803294064024,0.35535714285714287,0.35535714285714287,0.35535714285714287,0.35535714285714287,45.43564007699024,0.045898398995632306,146.68187434901483,results/ResNet18/esp-fi-har-leave-env/global/env_1/model_checkpoint.pt,results/ResNet18/esp-fi-har-leave-env/global/env_1
2026-03-31T16:10:50Z,esp-fi-har,leave-one-env,1,ResNet18,global-zscore,42,cuda,100,1680,560,1.0,0.0003287477524108475,4.578493813105992,0.3464285714285714,0.39054729097538676,0.3464285714285714,0.34319593201316384,0.3905472909753867,0.3464285714285714,0.3431959320131639,0.3464285714285714,0.3464285714285714,0.3464285714285714,0.3464285714285714,46.30393767799251,0.04572824799106456,147.54827262298204,results/ResNet18/esp-fi-har-leave-env/global_zscore/env_1/model_checkpoint.pt,results/ResNet18/esp-fi-har-leave-env/global_zscore/env_1
2026-03-31T16:13:44Z,esp-fi-har,leave-one-env,2,ResNet18,global,42,cuda,100,1680,560,1.0,0.0003506636463238725,4.482159996032715,0.35892857142857143,0.3763272919052548,0.35892857142857143,0.349243497204664,0.3763272919052548,0.35892857142857143,0.3492434972046641,0.35892857142857143,0.35892857142857143,0.35892857142857143,0.35892857142857143,45.908291489991825,0.05484017499838956,147.51627081999322,results/ResNet18/esp-fi-har-leave-env/global/env_2/model_checkpoint.pt,results/ResNet18/esp-fi-har-leave-env/global/env_2
2026-03-31T16:13:44Z,esp-fi-har,leave-one-env,2,ResNet18,global-zscore,42,cuda,100,1680,560,0.9993990384615384,0.0012593308571792606,4.188533530916486,0.3357142857142857,0.3442382010152957,0.33571428571428574,0.32453937421383283,0.3442382010152956,0.3357142857142857,0.3245393742138328,0.3357142857142857,0.3357142857142857,0.3357142857142857,0.33571428571428574,46.82426660700003,0.0480503779835999,148.43104903100175,results/ResNet18/esp-fi-har-leave-env/global_zscore/env_2/model_checkpoint.pt,results/ResNet18/esp-fi-har-leave-env/global_zscore/env_2
2026-03-31T16:16:41Z,esp-fi-har,leave-one-env,3,ResNet18,global,42,cuda,100,1680,560,1.0,0.00025655696739531345,4.42055846623012,0.375,0.38407538940281905,0.375,0.34834295544780763,0.38407538940281916,0.375,0.34834295544780763,0.375,0.375,0.375,0.375,43.424562672997126,0.051508309989003465,144.64490818799823,results/ResNet18/esp-fi-har-leave-env/global/env_3/model_checkpoint.pt,results/ResNet18/esp-fi-har-leave-env/global/env_3
2026-03-31T16:16:41Z,esp-fi-har,leave-one-env,3,ResNet18,global-zscore,42,cuda,100,1680,560,1.0,0.00020399490895215422,4.232530866350446,0.4107142857142857,0.3864570454460305,0.4107142857142857,0.3685245190535849,0.3864570454460305,0.4107142857142857,0.36852451905358496,0.4107142857142857,0.4107142857142857,0.4107142857142857,0.4107142857142857,45.581016025011195,0.0462409190076869,146.83517077198485,results/ResNet18/esp-fi-har-leave-env/global_zscore/env_3/model_checkpoint.pt,results/ResNet18/esp-fi-har-leave-env/global_zscore/env_3
2026-03-31T16:17:56Z,esp-fi-har,leave-one-env,1,ResNet18,per-sample,42,cuda,100,1680,560,1.0,0.00022656731556967966,3.906578656605312,0.4125,0.48448954338416617,0.41250000000000003,0.410200353586335,0.4844895433841662,0.4125,0.41020035358633494,0.4125,0.4125,0.4125,0.41250000000000003,46.03647368797101,0.044865235104225576,158.12037279095966,results/ResNet18/esp-fi-har-leave-env/per_sample/env_1/model_checkpoint.pt,results/ResNet18/esp-fi-har-leave-env/per_sample/env_1
2026-03-31T16:19:24Z,esp-fi-har,leave-one-env,4,ResNet18,global,42,cuda,100,1680,560,1.0,0.000476913582090111,3.48436918258667,0.4357142857142857,0.42947411940257385,0.43571428571428567,0.4147347176369395,0.42947411940257385,0.4357142857142857,0.4147347176369395,0.4357142857142857,0.4357142857142857,0.4357142857142857,0.43571428571428567,41.509140027017565,0.0443107089959085,144.96036781498697,results/ResNet18/esp-fi-har-leave-env/global/env_4/model_checkpoint.pt,results/ResNet18/esp-fi-har-leave-env/global/env_4
2026-03-31T16:19:24Z,esp-fi-har,leave-one-env,4,ResNet18,global-zscore,42,cuda,100,1680,560,1.0,0.0003363328068406277,3.8902464594159807,0.38035714285714284,0.4254219193173575,0.3803571428571429,0.3750508245182315,0.42542191931735746,0.38035714285714284,0.3750508245182316,0.38035714285714284,0.38035714285714284,0.38035714285714284,0.3803571428571429,43.63841897298698,0.0487502210016828,147.12495302502066,results/ResNet18/esp-fi-har-leave-env/global_zscore/env_4/model_checkpoint.pt,results/ResNet18/esp-fi-har-leave-env/global_zscore/env_4
2026-03-31T16:21:04Z,esp-fi-har,leave-one-env,2,ResNet18,per-sample,42,cuda,100,1680,560,1.0,0.00017586396757646332,3.49421204158238,0.3892857142857143,0.44102604203038054,0.3892857142857143,0.38405732958224675,0.44102604203038054,0.3892857142857143,0.3840573295822467,0.3892857142857143,0.3892857142857143,0.3892857142857143,0.3892857142857143,47.98390789295081,0.0528574789641425,172.93818290007766,results/ResNet18/esp-fi-har-leave-env/per_sample/env_2/model_checkpoint.pt,results/ResNet18/esp-fi-har-leave-env/per_sample/env_2
2026-03-31T16:24:31Z,esp-fi-har,leave-one-env,3,ResNet18,per-sample,42,cuda,100,1680,560,1.0,0.00022690273042479974,4.708935070037842,0.3821428571428571,0.4129695200773559,0.3821428571428571,0.3301456938514223,0.4129695200773558,0.3821428571428571,0.33014569385142234,0.3821428571428571,0.3821428571428571,0.3821428571428571,0.3821428571428571,45.55384036304895,0.0433157819788903,170.74627149803564,results/ResNet18/esp-fi-har-leave-env/per_sample/env_3/model_checkpoint.pt,results/ResNet18/esp-fi-har-leave-env/per_sample/env_3
