class_id,support,precision,recall,f1
0,40,0.18181818181818182,0.45,0.2589928057553957
1,40,0.18181818181818182,0.3,0.22641509433962265
2,40,0.13333333333333333,0.05,0.07272727272727272
3,40,0.0,0.0,0.0
4,40,0.31868131868131866,0.725,0.44274809160305345
5,40,0.0,0.0,0.0
6,40,0.0,0.0,0.0
