true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,15,4,11,0,0,6,4
class_1,20,1,12,4,0,2,1
class_2,4,7,20,2,0,6,1
class_3,4,2,15,8,0,8,3
class_4,3,3,12,1,1,5,15
class_5,2,1,15,4,4,4,10
class_6,7,2,13,7,1,4,6
