true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,53,10,1,0,0,0,0
class_1,12,51,1,0,0,0,0
class_2,6,2,28,7,13,6,2
class_3,1,0,7,47,3,1,5
class_4,2,2,7,4,45,3,1
class_5,1,0,5,4,13,40,1
class_6,0,2,1,3,2,1,55
