timestamp_utc,dataset,model,seed,device,epochs,final_train_accuracy,final_train_loss,validation_loss,validation_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,micro_precision,micro_recall,micro_f1,balanced_accuracy,training_time_s,evaluation_time_s,total_runtime_s,checkpoint_path,output_dir
2026-03-27T05:27:25Z,Widar,ResNet18,42,cuda,50,0.9762354692779018,0.06823787158951893,1.9241887265707467,0.6971120788448315,0.6711400496548219,0.6466461225779474,0.647678272977471,0.7092002244919163,0.6971120788448315,0.6970525125569494,0.6971120788448315,0.6971120788448315,0.6971120788448315,0.6466461225779474,63251.616076039005,237.0349308779987,63490.18299544198,results/ResNet18/Widar/model_checkpoint.pt,results/ResNet18/Widar
