class_id,support,precision,recall,f1
0,98,0.3781094527363184,0.7755102040816326,0.5083612040133779
1,859,0.8431635388739946,0.7322467986030268,0.7838006230529595
2,385,0.6830985915492958,0.7558441558441559,0.717632552404439
3,749,0.6427566807313643,0.6101468624833111,0.626027397260274
4,100,0.7319587628865979,0.71,0.7208121827411167
5,100,0.5736434108527132,0.74,0.646288209606987
6,975,0.7547169811320755,0.7384615384615385,0.7465007776049767
7,135,0.5915492957746479,0.3111111111111111,0.4077669902912621
8,834,0.6875725900116144,0.709832134292566,0.6985250737463127
9,834,0.6943430656934306,0.9124700239808153,0.7886010362694299
10,624,0.6578512396694215,0.6378205128205128,0.647681041497152
11,750,0.850381679389313,0.7426666666666667,0.79288256227758
12,100,0.7777777777777778,0.49,0.6012269938650306
13,600,0.7224334600760456,0.6333333333333333,0.6749555950266429
14,100,0.7323943661971831,0.52,0.608187134502924
15,100,0.5041322314049587,0.61,0.5520361990950226
16,100,0.7865168539325843,0.7,0.7407407407407408
17,100,0.6666666666666666,0.58,0.6203208556149732
18,100,0.6233766233766234,0.48,0.5423728813559322
19,100,0.4954954954954955,0.55,0.5213270142180094
20,384,0.8156028368794326,0.5989583333333334,0.6906906906906906
21,599,0.5515394912985274,0.6878130217028381,0.6121842496285289
