class_id,support,precision,recall,f1
0,40,0.125,0.225,0.16071428571428573
1,40,0.05714285714285714,0.05,0.05333333333333333
2,40,0.13157894736842105,0.125,0.12820512820512822
3,40,0.10526315789473684,0.1,0.10256410256410256
4,40,0.23076923076923078,0.3,0.2608695652173913
5,40,0.08333333333333333,0.05,0.0625
6,40,0.23809523809523808,0.125,0.16393442622950818
