true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,4,14,5,6,8,3,0
class_1,5,15,0,8,3,8,1
class_2,1,6,6,2,10,12,3
class_3,2,0,7,4,15,5,7
class_4,0,0,9,5,4,9,13
class_5,3,1,5,9,10,7,5
class_6,1,0,6,4,9,3,17
