true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,59,4,0,0,1,0,0
class_1,1,63,0,0,0,0,0
class_2,1,0,26,14,11,8,4
class_3,0,0,4,43,2,8,7
class_4,1,1,13,4,37,4,4
class_5,0,0,3,10,2,49,0
class_6,0,0,4,4,9,2,45
