class_id,support,precision,recall,f1
0,98,0.34523809523809523,0.29591836734693877,0.31868131868131866
1,859,0.6774541531823085,0.7310826542491269,0.7032474804031356
2,385,0.4987714987714988,0.5272727272727272,0.5126262626262625
3,749,0.5309734513274337,0.5607476635514018,0.5454545454545454
4,100,0.5057471264367817,0.44,0.4705882352941177
5,100,0.36904761904761907,0.31,0.33695652173913043
6,975,0.6605603448275862,0.6287179487179487,0.6442459274829218
7,135,0.12403100775193798,0.11851851851851852,0.1212121212121212
8,834,0.5762304921968787,0.5755395683453237,0.5758848230353929
9,834,0.7119078104993598,0.6666666666666666,0.6885448916408669
10,624,0.5763546798029556,0.5625,0.5693430656934306
11,750,0.7397078353253652,0.7426666666666667,0.7411842980705255
12,100,0.42574257425742573,0.43,0.42786069651741293
13,600,0.5492730210016155,0.5666666666666667,0.5578342904019687
14,100,0.4175824175824176,0.38,0.3979057591623037
15,100,0.3106796116504854,0.32,0.31527093596059114
16,100,0.42857142857142855,0.45,0.4390243902439024
17,100,0.45348837209302323,0.39,0.4193548387096774
18,100,0.3655913978494624,0.34,0.3523316062176166
19,100,0.30120481927710846,0.25,0.273224043715847
20,384,0.5090497737556561,0.5859375,0.5447941888619855
21,599,0.5152542372881356,0.5075125208681135,0.5113540790580319
