timestamp_utc,dataset,model,seed,device,epochs,final_train_accuracy,final_train_loss,validation_loss,validation_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,micro_precision,micro_recall,micro_f1,balanced_accuracy,training_time_s,evaluation_time_s,total_runtime_s,checkpoint_path,output_dir
2026-03-26T09:19:56Z,Widar,GRU,42,cuda,50,0.9771803241138407,0.07762360536123082,2.929958632908746,0.5790740316296127,0.4814755348970264,0.4718067031304591,0.47576928728105033,0.5783243647623952,0.5790740316296127,0.5781431759883924,0.5790740316296127,0.5790740316296127,0.5790740316296127,0.4718067031304591,71467.44258241501,249.1213543979684,71721.185329917,results/GRU/Widar/model_checkpoint.pt,results/GRU/Widar
