timestamp_utc,dataset,model,seed,device,epochs,final_train_accuracy,final_train_loss,validation_loss,validation_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,micro_precision,micro_recall,micro_f1,balanced_accuracy,total_parameters,trainable_parameters,non_trainable_parameters,inference_forward_time_s,inference_latency_ms_per_sample,inference_latency_ms_per_batch,inference_throughput_samples_per_s,training_time_s,evaluation_time_s,total_runtime_s,checkpoint_path,output_dir
2026-03-25T13:15:51Z,NTU-Fi-HumanID,CNN+GRU,42,cuda,200,0.9542124542124543,1.8021871973743369,1.826751294590178,0.9319727891156463,0.9506493506493506,0.9319727891156463,0.929546925122857,0.9506493506493506,0.9319727891156463,0.9295469251228567,0.9319727891156463,0.9319727891156463,0.9319727891156463,0.9319727891156463,58622,58622,0,0.013500851986464113,0.045921265260082014,2.7001703972928226,21776.40346659329,4415.653950196996,17.883592804006184,4436.105026681005,results/CNN+GRU/NTU-Fi-HumanID/model_checkpoint.pt,results/CNN+GRU/NTU-Fi-HumanID
