class_id,support,precision,recall,f1
0,40,0.6551724137931034,0.475,0.5507246376811594
1,40,0.5897435897435898,0.575,0.5822784810126582
2,40,0.25675675675675674,0.475,0.33333333333333337
3,40,0.6956521739130435,0.4,0.507936507936508
4,40,0.42105263157894735,0.2,0.2711864406779661
5,40,0.5869565217391305,0.675,0.627906976744186
6,40,0.58,0.725,0.6444444444444445
