true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,38,39,0,0,1,1,1
class_1,6,70,0,0,3,1,0
class_2,3,0,11,24,13,14,15
class_3,5,0,19,16,8,18,14
class_4,4,0,14,19,25,12,6
class_5,6,0,9,15,8,26,16
class_6,13,5,0,7,16,6,33
