true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,9,9,13,11,6,5,11
class_1,8,14,16,5,5,3,13
class_2,3,3,30,9,2,5,12
class_3,2,3,13,22,7,3,14
class_4,3,9,18,4,18,6,6
class_5,2,4,26,10,6,7,9
class_6,2,10,11,9,6,5,21
