true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,38,19,2,2,0,3,0
class_1,19,35,1,0,2,2,5
class_2,5,5,24,7,3,12,8
class_3,2,4,2,49,3,2,2
class_4,4,2,1,2,49,4,2
class_5,4,7,5,6,11,26,5
class_6,6,4,1,5,2,5,41
