true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,14,1,11,0,6,3,5
class_1,17,3,3,2,3,10,2
class_2,9,6,3,0,7,7,8
class_3,10,5,7,1,3,1,13
class_4,20,1,7,0,4,0,8
class_5,17,1,6,0,9,1,6
class_6,13,0,8,5,1,2,11
