timestamp_utc,dataset,model,seed,device,epochs,final_train_accuracy,final_train_loss,validation_loss,validation_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,micro_precision,micro_recall,micro_f1,balanced_accuracy,total_parameters,trainable_parameters,non_trainable_parameters,inference_forward_time_s,inference_latency_ms_per_sample,inference_latency_ms_per_batch,inference_throughput_samples_per_s,training_time_s,evaluation_time_s,total_runtime_s,checkpoint_path,output_dir
2026-03-24T13:22:40Z,NTU-Fi_HAR,MLP,42,cuda,30,1.0,0.00018384064307424406,0.036946456355287934,0.9810606060606061,0.9818701196360772,0.9810606060606061,0.9810468947881489,0.9818701196360771,0.9810606060606061,0.9810468947881485,0.9810606060606061,0.9810606060606061,0.9810606060606061,0.9810606060606061,175236998,175236998,0,0.16527099325321615,0.6260264895955157,33.05419865064323,1597.3764954357023,914.3869269359857,9.349088018992916,927.143174105091,results/MLP/NTU-Fi_HAR/model_checkpoint.pt,results/MLP/NTU-Fi_HAR
