timestamp_utc,dataset,model,seed,device,epochs,final_train_accuracy,final_train_loss,validation_loss,validation_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,micro_precision,micro_recall,micro_f1,balanced_accuracy,training_time_s,evaluation_time_s,total_runtime_s,checkpoint_path,output_dir
2026-03-26T09:19:56Z,Widar,BiLSTM,42,cuda,50,0.9799289927274809,0.06529431944731236,2.5755083465996944,0.6108182443272977,0.5383866720594643,0.5279871828328581,0.5295889298892822,0.6118858532394813,0.6108182443272977,0.60989795889167,0.6108182443272977,0.6108182443272977,0.6108182443272977,0.5279871828328581,72025.05611622299,241.7181340479874,72272.531079846,results/BiLSTM/Widar/model_checkpoint.pt,results/BiLSTM/Widar
