true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,13,43,3,2,6,2,11
class_1,14,41,3,4,5,5,8
class_2,5,11,12,5,5,20,22
class_3,4,10,2,11,9,23,21
class_4,8,5,7,2,17,16,25
class_5,2,9,7,12,6,18,26
class_6,7,5,4,14,6,12,32
