class_id,support,precision,recall,f1
0,98,0.44545454545454544,0.5,0.47115384615384615
1,859,0.7333333333333333,0.6915017462165308,0.7118034751348112
2,385,0.6385542168674698,0.412987012987013,0.501577287066246
3,749,0.5456545654565457,0.6622162883845126,0.5983112183353438
4,100,0.6,0.48,0.5333333333333332
5,100,0.41044776119402987,0.55,0.4700854700854702
6,975,0.6468120805369127,0.7907692307692308,0.7115828334102446
7,135,0.3854166666666667,0.2740740740740741,0.3203463203463203
8,834,0.6994818652849741,0.6474820143884892,0.6724782067247821
9,834,0.7440191387559809,0.7458033573141487,0.7449101796407186
10,624,0.5467980295566502,0.7115384615384616,0.6183844011142061
11,750,0.8153153153153153,0.724,0.7669491525423728
12,100,0.6179775280898876,0.55,0.582010582010582
13,600,0.5508345978755691,0.605,0.5766481334392376
14,100,0.648936170212766,0.61,0.6288659793814433
15,100,0.4594594594594595,0.51,0.48341232227488157
16,100,0.8378378378378378,0.62,0.7126436781609196
17,100,0.5666666666666667,0.34,0.425
18,100,0.4861111111111111,0.35,0.4069767441860465
19,100,0.47368421052631576,0.36,0.40909090909090906
20,384,0.8469945355191257,0.4036458333333333,0.5467372134038802
21,599,0.5109034267912772,0.5475792988313857,0.5286059629331183
