timestamp_utc,dataset,model,seed,device,epochs,final_train_accuracy,final_train_loss,validation_loss,validation_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,micro_precision,micro_recall,micro_f1,balanced_accuracy,total_parameters,trainable_parameters,non_trainable_parameters,inference_forward_time_s,inference_latency_ms_per_sample,inference_latency_ms_per_batch,inference_throughput_samples_per_s,training_time_s,evaluation_time_s,total_runtime_s,checkpoint_path,output_dir
2026-03-24T13:21:42Z,UT_HAR_data,LSTM,42,cuda,200,0.8553427419354839,0.4072639354066031,0.47798458663335286,0.8152610441767069,0.7809509462513218,0.78909572956719,0.7798252678081562,0.8235205365917768,0.8152610441767069,0.8133896247735367,0.8152610441767069,0.8152610441767069,0.8152610441767069,0.78909572956719,40391,40391,0,0.005839518969878554,0.0058629708532917215,1.4598797424696386,170561.9940850563,68.24052805500105,0.0517269519623369,72.5985247589997,results/LSTM/UT_HAR_data/model_checkpoint.pt,results/LSTM/UT_HAR_data
