true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,27,11,0,0,1,0,1
class_1,15,25,0,0,0,0,0
class_2,0,0,7,8,11,1,13
class_3,2,1,4,15,5,4,9
class_4,0,1,6,4,10,4,15
class_5,1,0,4,10,0,19,6
class_6,0,0,8,9,6,6,11
