true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,8,3,9,9,16,0,35
class_1,5,4,7,8,20,5,31
class_2,7,3,15,0,33,1,21
class_3,2,4,13,6,43,0,12
class_4,2,2,9,0,48,1,18
class_5,4,1,21,5,41,0,8
class_6,3,4,24,3,24,2,20
