true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,20,19,0,0,0,1,0
class_1,4,35,0,0,0,0,1
class_2,1,2,11,1,13,0,12
class_3,2,0,7,9,7,2,13
class_4,1,0,7,0,14,3,15
class_5,0,1,1,1,8,20,9
class_6,6,2,6,1,1,0,24
