true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,49,11,1,0,0,1,2
class_1,11,51,0,1,0,1,0
class_2,0,0,18,15,10,6,15
class_3,0,0,6,29,3,15,11
class_4,0,0,9,9,31,3,12
class_5,0,0,8,13,3,34,6
class_6,2,0,3,4,12,7,36
