true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,50,12,0,0,2,0,0
class_1,5,59,0,0,0,0,0
class_2,1,0,35,7,14,5,2
class_3,1,0,3,42,4,9,5
class_4,0,0,9,7,41,4,3
class_5,0,0,9,5,3,45,2
class_6,1,0,5,6,3,0,49
