true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,16,15,16,7,1,4,5
class_1,13,17,9,7,1,10,7
class_2,12,5,22,10,4,6,5
class_3,8,16,19,9,3,3,6
class_4,8,10,19,4,20,3,0
class_5,5,11,11,13,9,10,5
class_6,16,15,8,10,5,4,6
