true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,49,12,1,0,0,1,1
class_1,9,52,0,0,0,3,0
class_2,2,0,30,11,6,6,9
class_3,0,0,10,28,5,11,10
class_4,0,0,11,2,32,3,16
class_5,1,0,7,12,7,28,9
class_6,1,0,8,5,10,10,30
