true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,65,5,0,0,0,0,10
class_1,56,15,0,0,0,0,9
class_2,0,0,31,6,8,15,20
class_3,0,0,23,18,3,20,16
class_4,0,0,30,4,16,10,20
class_5,2,1,15,10,6,41,5
class_6,6,0,11,7,2,14,40
